"Date","Price","Open","High","Low","Vol.","Change %"
"10/15/2013","101.41","102.31","102.54","101.07","147.50K","-1.04%"
"10/14/2013","102.48","101.51","102.67","101.13","98.23K","0.41%"
"10/11/2013","102.06","102.84","102.84","100.61","187.21K","-0.81%"
"10/10/2013","102.89","101.25","103.36","101.00","190.84K","1.44%"
"10/09/2013","101.43","103.29","103.54","101.02","150.77K","-1.82%"
"10/08/2013","103.31","102.93","103.88","102.65","111.06K","0.47%"
"10/07/2013","102.83","103.15","103.46","101.63","167.86K","-0.68%"
"10/04/2013","103.53","102.59","103.79","102.54","79.99K","0.54%"
"10/03/2013","102.97","103.38","103.96","102.55","127.70K","-0.65%"
"10/02/2013","103.64","101.24","103.75","101.08","190.79K","1.92%"
"10/01/2013","101.69","101.85","102.11","100.73","96.92K","-0.21%"
"09/30/2013","101.90","102.05","102.33","100.64","98.08K","-0.43%"
"09/27/2013","102.34","102.33","103.18","101.85","101.53K","-0.18%"
"09/26/2013","102.52","101.68","102.70","101.60","89.61K","0.46%"
"09/25/2013","102.05","102.74","103.35","101.57","112.17K","-0.42%"
"09/24/2013","102.48","102.51","102.88","101.59","132.14K","-0.23%"
"09/23/2013","102.72","103.83","104.07","102.23","102.85K","-1.94%"
"09/20/2013","104.75","105.78","106.11","104.50","250.36K","-1.05%"
"09/19/2013","105.86","107.44","108.15","105.56","301.29K","-1.32%"
"09/18/2013","107.28","104.77","107.70","104.54","215.63K","2.35%"
"09/17/2013","104.82","105.83","105.96","104.40","213.57K","-1.29%"
"09/16/2013","106.19","107.16","107.29","105.57","162.03K","-1.26%"
"09/13/2013","107.54","107.83","107.95","106.45","104.79K","-0.19%"
"09/12/2013","107.75","106.86","108.24","106.41","116.27K","1.04%"
"09/11/2013","106.64","106.40","107.13","105.63","109.40K","0.14%"
"09/10/2013","106.49","107.84","107.96","105.57","118.34K","-1.83%"
"09/09/2013","108.47","109.17","109.42","107.70","103.95K","-0.96%"
"09/06/2013","109.52","107.86","109.68","107.45","108.59K","1.72%"
"09/05/2013","107.67","106.77","107.89","106.52","59.52K","1.01%"
"09/04/2013","106.59","107.78","107.89","106.22","82.73K","-1.17%"
"09/03/2013","107.85","106.65","108.13","103.74","88.73K","1.03%"
"09/02/2013","106.75","105.91","107.29","105.86","","-0.31%"
"08/30/2013","107.08","107.43","108.14","106.20","58.88K","-0.99%"
"08/29/2013","108.15","108.92","109.33","107.10","57.17K","-1.12%"
"08/28/2013","109.37","108.50","111.34","108.45","81.25K","0.99%"
"08/27/2013","108.30","105.61","108.65","105.31","89.66K","2.80%"
"08/26/2013","105.35","106.12","106.58","105.01","39.50K","-0.35%"
"08/23/2013","105.72","104.45","106.08","103.68","78.51K","1.33%"
"08/22/2013","104.33","103.37","104.51","103.07","63.37K","0.93%"
"08/21/2013","103.37","104.61","104.72","103.07","75.55K","-1.66%"
"08/20/2013","105.11","106.72","106.97","104.63","361.07K","-1.64%"
"08/19/2013","106.86","107.57","107.60","106.29","221.20K","-0.40%"
"08/16/2013","107.29","107.01","107.95","106.40","185.11K","0.09%"
"08/15/2013","107.19","106.71","107.52","106.26","164.96K","0.59%"
"08/14/2013","106.56","106.14","106.76","105.34","149.17K","0.15%"
"08/13/2013","106.40","105.67","106.59","105.16","136.21K","0.83%"
"08/12/2013","105.52","105.09","105.73","104.28","101.54K","0.34%"
"08/09/2013","105.16","103.16","105.35","103.04","131.21K","2.23%"
"08/08/2013","102.87","103.68","104.47","101.82","145.11K","-1.00%"
"08/07/2013","103.91","105.10","105.16","103.62","125.85K","-0.81%"
"08/06/2013","104.76","105.83","106.55","104.31","97.45K","-1.08%"
"08/05/2013","105.90","106.12","106.93","104.95","61.96K","-0.32%"
"08/02/2013","106.24","106.80","107.85","105.70","79.83K","-0.65%"
"08/01/2013","106.93","104.49","107.03","104.25","109.80K","2.60%"
"07/31/2013","104.22","102.53","104.55","102.22","88.75K","1.68%"
"07/30/2013","102.50","103.87","103.87","102.10","83.12K","-1.35%"
"07/29/2013","103.90","103.99","104.61","103.25","72.79K","-0.11%"
"07/26/2013","104.01","104.55","104.64","103.09","65.97K","-0.44%"
"07/25/2013","104.47","104.05","104.77","103.07","84.25K","0.36%"
"07/24/2013","104.10","105.85","106.02","103.53","73.75K","-1.60%"
"07/23/2013","105.79","105.51","105.99","104.22","59.51K","-1.08%"
"07/22/2013","106.94","108.07","108.60","106.48","283.87K","-0.86%"
"07/19/2013","107.87","107.86","108.93","106.91","317.00K","0.06%"
"07/18/2013","107.81","106.35","108.19","105.93","206.31K","1.37%"
"07/17/2013","106.35","105.47","106.42","104.79","159.38K","0.62%"
"07/16/2013","105.69","105.96","106.78","105.38","135.52K","-0.22%"
"07/15/2013","105.92","105.67","106.20","104.27","106.06K","0.35%"
"07/12/2013","105.55","104.08","105.86","103.85","101.18K","1.12%"
"07/11/2013","104.38","105.39","106.53","103.73","160.40K","-1.17%"
"07/10/2013","105.62","104.15","105.77","103.67","218.08K","2.24%"
"07/09/2013","103.31","102.84","104.20","102.21","172.33K","0.28%"
"07/08/2013","103.02","104.34","104.34","102.00","119.98K","-0.03%"
"07/05/2013","103.05","100.95","103.49","100.54","89.14K","1.63%"
"07/04/2013","101.40","101.27","101.57","100.71","","0.29%"
"07/03/2013","101.11","99.43","101.99","99.43","171.91K","1.70%"
"07/02/2013","99.42","97.93","99.68","97.66","200.55K","1.57%"
"07/01/2013","97.88","96.40","98.10","95.98","127.76K","1.49%"
"06/28/2013","96.44","96.61","97.63","96.18","89.19K","-0.46%"
"06/27/2013","96.89","95.39","97.25","95.26","98.03K","1.55%"
"06/26/2013","95.41","95.11","95.59","93.64","105.72K","0.21%"
"06/25/2013","95.21","94.93","95.95","94.42","150.60K","0.18%"
"06/24/2013","95.04","93.84","95.44","92.60","122.21K","1.51%"
"06/21/2013","93.63","94.97","95.85","93.06","97.70K","-1.59%"
"06/20/2013","95.14","98.20","98.22","94.63","376.23K","-3.39%"
"06/19/2013","98.48","98.83","99.21","97.78","247.54K","-0.19%"
"06/18/2013","98.67","98.16","98.88","97.65","149.07K","0.65%"
"06/17/2013","98.03","98.17","98.95","97.61","145.59K","-0.04%"
"06/14/2013","98.07","96.90","98.48","96.64","126.33K","1.19%"
"06/13/2013","96.92","95.99","97.14","95.24","113.13K","0.85%"
"06/12/2013","96.10","95.09","96.66","94.67","111.91K","0.52%"
"06/11/2013","95.60","95.97","96.13","94.29","95.58K","-0.42%"
"06/10/2013","96.00","96.36","96.49","95.44","104.89K","-0.28%"
"06/07/2013","96.27","94.99","96.60","93.97","114.84K","1.36%"
"06/06/2013","94.98","93.88","95.50","93.88","97.64K","1.09%"
"06/05/2013","93.96","94.05","94.70","93.64","59.62K","0.44%"
"06/04/2013","93.55","93.54","94.63","92.60","82.78K","-0.13%"
"06/03/2013","93.67","91.98","93.89","91.50","84.43K","1.58%"
"05/31/2013","92.21","93.78","94.03","91.80","108.47K","-1.70%"
"05/30/2013","93.80","93.09","94.18","91.89","82.13K","0.48%"
"05/29/2013","93.35","95.22","95.41","93.07","75.80K","-1.94%"
